trial,max_depth,min_child_weight,learning_rate,reg_lambda,reg_alpha,gamma,subsample,colsample_bytree,cv_balanced_acc,cv_acc,cv_ht_recall,cv_wt_recall,cv_ht_precision,cv_wt_precision,cv_best_iter
119,4,3,0.02,6.0,0.05,1.0,0.7,0.5,0.8037655553048012,0.7176897673466069,0.9736819868008553,0.6338491238087469,0.46617645313900696,0.9869286351905375,245.0
22,3,20,0.15,0.5,0.0,0.0,0.8,0.5,0.8032733761058081,0.7302654720629659,0.947380028899536,0.6591667233120799,0.47763957568161686,0.9753330017465929,96.8
104,5,20,0.03,3.0,0.0,4.0,0.6,0.8,0.8031740529344142,0.7276308192935496,0.9522988651439483,0.65404924072488,0.4758420526771456,0.9777129265195299,154.2
6,3,5,0.15,1.0,0.05,0.0,0.7,1.0,0.8031341603471658,0.7263157055190732,0.9547663109150675,0.6515020097792641,0.47398052896811205,0.9786113160963182,63.8
11,4,20,0.1,1.0,0.0,1.0,0.9,0.8,0.8028480352480365,0.7271186772089825,0.9523216805671744,0.6533743899288986,0.47567554978385046,0.9779507215553096,71.6
59,3,12,0.15,10.0,0.5,2.0,0.9,0.6,0.8028136444438079,0.7406161656390893,0.9255836945775344,0.6800435943100815,0.48680297286327223,0.9658243214090797,141.0
56,4,1,0.03,10.0,2.0,0.0,1.0,1.0,0.802481892478785,0.7282394414754303,0.9490235843874905,0.6559402005700794,0.4753909155690323,0.9757755218222881,284.8
32,4,1,0.05,3.0,0.0,0.0,0.7,0.6,0.802453224880012,0.7173888008990402,0.9703796655427958,0.6345267842172284,0.46622008356863615,0.9859743807627078,78.0
79,4,3,0.03,1.0,1.0,2.0,1.0,0.7,0.8024355164097727,0.7110962917681638,0.9827346397275669,0.6221363930919785,0.4601871766113848,0.9910898724863028,61.8
160,4,2,0.05,10.0,0.05,1.0,0.6,0.8,0.8021149457194572,0.7214431261403947,0.9613506730549851,0.642879218383929,0.47007447329539753,0.9815805342684036,122.8
141,3,12,0.15,6.0,0.5,2.0,0.9,1.0,0.8019891663820904,0.7289471165572197,0.9461556011864021,0.6578227315777787,0.4764331479888483,0.9745781049880806,96.2
96,5,20,0.02,6.0,2.0,1.0,0.6,1.0,0.8016726346351053,0.7193105815254249,0.9642380916165996,0.639107177653611,0.4677248891727041,0.9822979495734054,153.6
161,4,20,0.1,0.5,0.0,0.5,0.8,1.0,0.8016714315242645,0.7236738489023911,0.9556147066528083,0.6477281563957203,0.4716452759193353,0.978879181424588,63.4
174,3,20,0.15,1.5,0.05,1.0,1.0,0.5,0.8014738453644247,0.7267202529991159,0.9490244294031654,0.6539232613256839,0.4735859803029113,0.9754892456118782,101.2
138,4,5,0.1,0.5,0.5,4.0,0.8,0.8,0.8013115188664823,0.7235711940788492,0.9547730710404677,0.647849966692497,0.4721706949020977,0.9792838883632544,58.8
170,3,12,0.15,1.5,2.0,1.0,0.7,0.6,0.8010580364861143,0.7304723253916063,0.9403849891415487,0.66173108383068,0.47670613138138657,0.971554711136043,91.2
50,3,2,0.15,6.0,2.0,0.1,0.7,0.5,0.8008748915852282,0.7279379090112925,0.9448762474543904,0.656873535716066,0.4754530841421941,0.9743400836833225,95.4
169,4,3,0.02,10.0,0.0,0.1,1.0,0.5,0.800868008093536,0.7099820109642556,0.9802680389721228,0.621467977214949,0.4597577263405296,0.9902224715127155,175.4
57,3,8,0.1,10.0,1.0,0.5,0.9,0.6,0.8007408665987586,0.724989168501075,0.9502632223827752,0.6512185108147424,0.4734021444141937,0.976937769828979,151.6
117,3,20,0.1,3.0,0.05,0.0,0.6,0.6,0.8001277285082358,0.7238748876971668,0.9506519295932939,0.6496035274231774,0.47205588252988456,0.9766254339004365,114.8
16,3,3,0.1,10.0,0.2,0.0,1.0,0.6,0.8000981019981233,0.7177914959612144,0.9625759457837942,0.637620258212452,0.46545245765276705,0.9814174187138734,110.2
172,4,5,0.02,10.0,0.05,0.0,1.0,0.5,0.7993530831600377,0.7058215833438819,0.9839717426758267,0.6147344236442487,0.45615449447595485,0.991945374777799,138.0
102,3,20,0.1,6.0,2.0,0.1,0.8,0.7,0.7990693116978633,0.7176863197911296,0.959712187661081,0.6384264357346456,0.4661669464967829,0.9805437003807619,104.0
45,3,2,0.15,1.0,0.2,4.0,0.7,0.6,0.7989328023156818,0.7222551540954386,0.9502691374925005,0.647596467138863,0.47019673222334146,0.9765909086596368,94.6
179,3,2,0.08,3.0,0.2,0.5,0.9,0.7,0.7981304332986763,0.7087598782755636,0.9745261574602209,0.6217347091371318,0.4586257393726341,0.9873504110625507,95.4
41,3,8,0.08,6.0,0.2,1.0,0.8,0.5,0.7977479550209684,0.7188068782333696,0.953554558437059,0.641941351604878,0.4668063730337235,0.977504338678308,155.2
125,4,20,0.05,1.0,0.2,2.0,0.9,1.0,0.7976919992781687,0.7101815060774743,0.9704176912481726,0.6249663073081647,0.4605136241362315,0.9861174554904067,95.8
100,4,2,0.03,10.0,2.0,0.5,0.8,0.6,0.7976054987052728,0.7029799743337213,0.9843841103252465,0.6108268870852991,0.45392772381792357,0.9920484808083551,104.2
35,3,3,0.05,1.5,0.5,4.0,0.6,0.8,0.7974177632177019,0.7093728742218558,0.9712153860454112,0.6236201403899923,0.45888324917921397,0.9857425547819023,142.2
98,4,3,0.02,6.0,2.0,0.0,0.6,0.7,0.7974113379244638,0.7022684400480393,0.9852080006084112,0.6096146752405165,0.4536639232235505,0.992592668800401,135.2
42,3,5,0.08,10.0,1.0,4.0,1.0,0.7,0.797078722426415,0.7051101519703037,0.9786211034214685,0.6155363414313616,0.4549200611183696,0.9889307578395992,92.8
91,3,1,0.1,3.0,1.0,1.0,1.0,1.0,0.7970109232611178,0.7135291339020255,0.9617790960022308,0.6322427505200049,0.4629100615538223,0.9815991759097521,101.8
185,3,20,0.08,10.0,0.2,2.0,0.6,1.0,0.7957539100045156,0.7066308326721231,0.9716531041650823,0.6198547158439487,0.45731626572198847,0.9862731945338492,99.6
130,3,20,0.1,0.5,0.0,0.0,0.8,0.7,0.7956376943463291,0.7093698897708457,0.9659002374494046,0.6253751512432535,0.4592608431184792,0.9837507519003305,88.0
181,4,8,0.02,0.5,0.0,0.0,0.6,1.0,0.7948085599721877,0.6966908613022704,0.9884891964745947,0.6011279234697808,0.44821146854958827,0.9938943322776531,77.4
65,3,2,0.05,3.0,1.0,2.0,0.9,0.6,0.7946319788155967,0.6991280257444918,0.9831461623613118,0.6061177952698814,0.4504339813781938,0.9914016298868459,113.8
133,3,12,0.08,6.0,0.2,0.0,1.0,0.8,0.7938793835481515,0.7031793665348364,0.9728902071133418,0.614868559982961,0.4545094694816914,0.9869296734159656,91.8
64,3,8,0.05,1.5,1.0,1.0,0.8,0.5,0.7927096526564463,0.7026757661548848,0.9704126211541224,0.6150066841587704,0.45359880833051625,0.9856487338407598,152.2
198,3,1,0.08,3.0,0.2,0.1,1.0,1.0,0.7926493739342139,0.7025707443529556,0.9704278314362732,0.6148709164321546,0.45454244900586654,0.9861904251523977,127.0
158,3,12,0.05,1.0,0.05,4.0,0.9,0.5,0.7921525100005764,0.6947643981751626,0.9843824202938964,0.5999225997072565,0.4469502770195831,0.9920228899686345,81.6
190,3,12,0.05,3.0,0.5,2.0,0.7,0.7,0.7911715383546964,0.6955753970091684,0.9798632764637784,0.6024798002456145,0.44720350262190245,0.9897369082246182,91.8
187,3,8,0.03,1.0,0.0,0.1,1.0,0.6,0.7906530450491379,0.6893905339388681,0.9905417395492687,0.5907643505490074,0.4422590081859603,0.9948675628075488,93.8
180,3,12,0.05,6.0,0.2,0.1,0.6,0.6,0.7906188941536788,0.6916185809861656,0.9860293558445509,0.5952084324628066,0.4444698673940509,0.9927967530732543,85.2
114,3,1,0.05,6.0,0.5,4.0,0.7,0.8,0.7898870506742749,0.6857375144462866,0.9954749410601567,0.5842991602883931,0.43955197817391334,0.9974809384189657,52.2
25,3,12,0.02,1.0,0.5,1.0,0.7,0.7,0.7897322629713223,0.6867521248776634,0.9930100303360628,0.5864544956065817,0.4402866192000679,0.9961630858439644,87.6
24,3,3,0.03,3.0,0.2,4.0,0.6,0.8,0.7896258217241099,0.6886812637194699,0.988891423935914,0.5903602195123057,0.44226606255622,0.9943721617834731,95.6
155,3,20,0.02,3.0,0.0,0.0,0.9,0.8,0.7880017393757989,0.6828962656284894,0.9954766310915067,0.5805268476600911,0.43740937038614475,0.9974573951983837,57.4
26,3,8,0.02,0.5,0.2,0.0,0.7,0.6,0.7857954332559293,0.6787373302336208,0.9971227216264861,0.5744681448853723,0.4342667543920344,0.9983756855586293,34.0
127,3,5,0.02,1.0,2.0,4.0,1.0,0.7,0.7849197857988551,0.6774184601673556,0.9971227216264861,0.5727168499712242,0.4332148176560121,0.9983581479616275,18.4
